,asset_class,counterparty,instrument_id,instrument_name,trade_date_time,trade_date_time_2,price,buySellIndicator,trader,quantity,trade_id
974,Documentary,,805796484-7,WDR,2021-08-29 07:29:00,7:29,527.74,BUY,Flory Dabell,215,215
975,Drama,Schuster and Sons,156156424-9,ZTO,2021-08-23 06:10:00,6:10,37.12,SELL,Bing Rowet,3656,3656
976,Drama,"VonRueden, Schoen and Block",419529463-0,CORT,2022-01-02 22:11:00,22:11,700.55,SELL,Danny Laurence,346,346
977,Action Drama Thriller,"Spencer, Mante and Murphy",101114055-1,PVAC,2021-10-14 23:39:00,23:39,966.35,SELL,Bettye Benger,2448,2448
978,Adventure Animation Comedy,Bruen-Ullrich,029383747-3,CFX,2021-09-23 19:02:00,19:02,680.71,BUY,Booth Robard,5942,5942
979,Drama,"Schmitt, Littel and Herman",609162747-3,LVS,2022-01-02 16:41:00,16:41,538.9,BUY,Sheree Yeabsley,1389,1389
980,Action Crime Drama,"Legros, Gleichner and Zulauf",385045167-4,TBBK,2022-03-11 19:05:00,19:05,776.45,BUY,Ennis Santon,3606,3606
981,Action Adventure Fantasy Horror,Simonis-Kuvalis,154689836-0,APPF,2022-04-08 01:05:00,1:05,829.88,SELL,Thacher Dahmke,3758,3758
982,Drama,"Wiegand, Nienow and Mayert",498072513-9,EXR,2022-06-09 22:51:00,22:51,611.6,BUY,Griselda Robardet,374,374
983,Action Adventure Fantasy,O'Reilly and Sons,231082511-5,SRPT,2022-03-15 11:25:00,11:25,139.51,SELL,Noami Raithby,119,119
984,Drama Thriller,Klein-Quitzon,676394495-0,INFO,2022-06-18 03:20:00,3:20,724.51,SELL,Galvin Powder,965,965
985,Drama,Rippin and Sons,073807787-9,HVBC,2021-08-09 15:39:00,15:39,339.67,BUY,Kirsti Loy,5461,5461
986,Comedy Mystery,"Lockman, Reinger and Feil",526071360-5,ZBIO,2022-02-11 21:05:00,21:05,488.44,SELL,Venus Hanselman,4887,4887
987,Horror,Moen-Spencer,693799606-3,CIVI,2022-04-18 12:42:00,12:42,926.43,BUY,Fredek Mangon,1702,1702
988,Drama Romance,,107459837-7,IVZ,2022-01-27 05:44:00,5:44,599.22,SELL,Alden Pauwel,3438,3438
989,Drama,Lebsack-Green,296911614-6,C,2022-02-21 20:22:00,20:22,583.73,SELL,Etienne Kuhne,602,602
990,Drama,Yundt Inc,447614255-9,FRAC,2022-03-18 09:26:00,9:26,496.32,BUY,Bent Geane,2718,2718
991,Crime Horror Mystery,Marvin-Ullrich,469824012-3,AINV,2022-06-27 01:57:00,1:57,750.63,SELL,Giana Kopp,4452,4452
992,Drama,"Abbott, Halvorson and Stokes",826455601-9,HA,2022-06-17 06:22:00,6:22,938.2,SELL,Odessa Grane,673,673
993,Crime Thriller,"Hermiston, Fisher and Hamill",890031539-0,FDS,2021-11-26 02:57:00,2:57,197.39,BUY,Evangelina Josowitz,1509,1509
994,Drama Musical Romance,Nolan Group,959994637-5,LYB,2022-05-16 12:19:00,12:19,186.56,BUY,Rusty Wheatcroft,565,565
995,Adventure Children Comedy Fantasy,Miller LLC,875041019-9,RJF,2021-07-29 15:24:00,15:24,891.94,SELL,Kerby Coventon,2972,2972
996,Adventure Animation Drama,Cole Inc,713611529-9,BLVDU,2022-01-20 11:18:00,11:18,275.14,BUY,Sax Laycock,2186,2186
997,Animation Comedy,Bartoletti Inc,719337498-2,FTXD,2021-12-02 01:24:00,1:24,202.67,BUY,Bary Shury,4078,4078
998,Documentary,Abshire and Sons,527203707-3,TDC,2021-12-07 19:45:00,19:45,780.55,SELL,Micheal Isac,1685,1685
999,Adventure Drama,Wyman-Weimann,636074899-1,HDSN,2022-01-12 14:58:00,14:58,512.86,SELL,Delora Warder,1232,1232
